N Pedido;Nmero de parte;Fecha de pedido;Proveedor;Nombre del proveedor;Cant. del Pedido;Cantidad recibida;presupuesto pedido;presupuesto pendiente ;Estado Pedido;Descripcion del articulo
18644;10000109;09-03-2023;7727271-2;SERGIO AURELIO LETELIER ANGUITA;7;7;$13.909;$0;Completado;ARVEJAS
18644;10000141;09-03-2023;7727271-2;SERGIO AURELIO LETELIER ANGUITA;1190;1190;$1.573.180;$0;Completado;DURAZNO CRUDOS
18644;10000120;09-03-2023;7727271-2;SERGIO AURELIO LETELIER ANGUITA;41;41;$8.405;$0;Completado;AJOS
18644;10000150;09-03-2023;7727271-2;SERGIO AURELIO LETELIER ANGUITA;17;17;$54.842;$0;Completado;SANDIA
18644;10000115;09-03-2023;7727271-2;SERGIO AURELIO LETELIER ANGUITA;313;313;$234.124;$0;Completado;ACELGAS
18644;10000034;09-03-2023;7727271-2;SERGIO AURELIO LETELIER ANGUITA;50;50;$215.600;$0;Completado;CHU O
18644;10000114;09-03-2023;7727271-2;SERGIO AURELIO LETELIER ANGUITA;1059;1059;$331.467;$0;Completado;ZAPALLOS
18644;10000868;09-03-2023;7727271-2;SERGIO AURELIO LETELIER ANGUITA;14;14;$41.720;$0;Completado;HELADO DE PI A
18644;10000137;09-03-2023;7727271-2;SERGIO AURELIO LETELIER ANGUITA;35;35;$63.700;$0;Completado;PLATANOS
18644;10000301;09-03-2023;7727271-2;SERGIO AURELIO LETELIER ANGUITA;1;1;$4.182;$0;Completado;ACEITUNAS
18645;2252250006;10-03-2023;96625950-7;TECNIKA S.A.;40;26;$1.445.136;$505.798;Abierto;MANGA TYVEK C CONTROL QUIMICO 7.5 X70 MTS
18646;2179992122;10-03-2023;86537600-6;ALCON LABORATORIOS CHILE LIMITADA;40;40;$664.829;$0;Completado;LUBRICANTE OFTALMICO 10 GR. GEL
18647;2120000600;10-03-2023;77478120-K;FRESENIUS KABI CHILE LIMITADA;70;70;$416.500;$0;Completado;REMIFENTANYL 1 MG
18648;3400000150;10-03-2023;77252670-9;Soc. Com. Neira y Fonseca Spa.;1000;1000;$4.938.500;$0;Completado;DERMATOMO   ESCAROTOMO
18649;2112982000;10-03-2023;5398787-7;Awad Art culos MŽdicos;100;18;$523.600;$429.352;Abierto;FORMALDEHIDO SOL. 37 
18650;2137312000;10-03-2023;61608406-2;HOSPITAL DEL SALVADOR;800;800;$1.539.384;$0;Completado;AMPICILINA SULBACTAM 1 5G
18651;2240000371;10-03-2023;93745000-1;JOHNSON Y JOHNSON DE CHILE S A;576;576;$1.795.853;$0;Completado;POLICLACTINA 910 3 0 1 2 20 22 70 ATRAUMATICA
18652;2221965710;10-03-2023;96910280-3;BIOCLIN S.A.;500;500;$1.606.500;$0;Completado;TUBO SILICONA 7X10 BLANDA
18653;3473470099;10-03-2023;86383300-0;MEDIPLEX S.A.;100;100;$1.011.500;$0;Completado;SABANA CALENTADOR PARTE SUPERIOR PACIENTE PABELLON
18653;3470000755;10-03-2023;86383300-0;MEDIPLEX S.A.;100;100;$1.011.500;$0;Completado;SABANA P CALENTADOR PACIENTE
18654;2146810000;10-03-2023;89807200-2;FARMACIAS CRUZ VERDE S.A.;30;30;$12.927;$0;Completado;POLIVITAMINICO
18655;2146810000;10-03-2023;89807200-2;FARMACIAS CRUZ VERDE S.A.;30;30;$12.927;$0;Completado;POLIVITAMINICO
18656;2146810000;10-03-2023;76031071-9;Salcobrand S.A.;60;60;$27.630;$0;Completado;POLIVITAMINICO
18657;3403400178;10-03-2023;86383300-0;MEDIPLEX S.A.;100;0;$714.000;$714.000;Abierto;HOJA LARINGOSCOPIO MAC N a3 DESECHABLE
18658;2136907000;10-03-2023;82496800-4;WYETH;1000000;80;$28.203.000.000;$28.200.743.760;Abierto;METILPREDNISOLONA SUCC. 1 GM
18659;2417055396;10-03-2023;91575000-1;SOCOFAR S.A.;1200;1200;$3.802.764;$0;Completado;TORULA DETECCION TRAZAS EN SUPERFICIE
18660;2410101999;10-03-2023;76768780-K;NOVOSALUD SPA;24;24;$1.856.400;$0;Completado;FILTRO PAPEL REDONDO P CONTENEDOR JK 095  PQx500 
18661;2259214105;10-03-2023;78233420-4;Hospitalia Productos Medicos Ltda.;100000;100000;$5.236.000;$0;Completado;GUANTE NITRILO L P PROCED.
18662;2259214115;10-03-2023;78233420-4;Hospitalia Productos Medicos Ltda.;200000;200000;$10.472.000;$0;Completado;GUANTE NITRILO M P PROCED.
18663;2250000115;10-03-2023;96756540-7;B.BRAUN MEDICAL SpA;40;40;$1.856.400;$0;Completado;CISTOFIX 15 FR 12 CM
18664;2242240576;10-03-2023;77478120-K;FRESENIUS KABI CHILE LIMITADA;5000;5000;$1.428.000;$0;Completado;JERINGA ENFIT 20ML NUTRICION ENTERAL
18665;3403400178;13-03-2023;86383300-0;MEDIPLEX S.A.;260;260;$1.856.400;$0;Completado;HOJA LARINGOSCOPIO MAC N a3 DESECHABLE
18666;2146810000;13-03-2023;77380217-3;FARMA AHORRO SPA;90;90;$36.870;$0;Completado;POLIVITAMINICO
18667;2130001544;13-03-2023;61608406-2;HOSPITAL DEL SALVADOR;50;50;$535.500;$0;Completado;TIGECICLINA 50 MG FA
18667;2137312000;13-03-2023;61608406-2;HOSPITAL DEL SALVADOR;170;170;$327.119;$0;Completado;AMPICILINA SULBACTAM 1 5G
18668;2137312000;13-03-2023;61608604-9;Hospital Clinico San Borja Arriarian;100;100;$192.423;$0;Completado;AMPICILINA SULBACTAM 1 5G
18669;2143570328;13-03-2023;76669630-9;OPKO CHILE S.A.;5000000;4800;$61.879.167;$61.819.763;Abierto;METFORMINA 850 MG
18670;2440000297;13-03-2023;76036479-7;Alatheia Medical S.A.;3;3;$669.375;$0;Completado;MONKEYPOX VIRUS REAL TIME PCR REAGENT
18671;2163642100;13-03-2023;59279910-3;GE HEALTHCARE INTERNATIONAL LLC AGENCIA ;2000;2000;$33.558.000;$0;Completado;IOHEXOL 100 ML  OMNIPAQUE 
18672;3450000832;13-03-2023;96880660-2;Piezas y Metales S.A.;48;0;$141.658;$141.658;Abierto;TORNILLO CORTICAL 3.5X 12
18672;3450000838;13-03-2023;96880660-2;Piezas y Metales S.A.;50;0;$147.560;$147.560;Abierto;TORNILLO CORTICAL 3.5X 18
18672;3450000834;13-03-2023;96880660-2;Piezas y Metales S.A.;50;0;$147.560;$147.560;Abierto;TORNILLO CORTICAL 3.5X 14
18672;3450000833;13-03-2023;96880660-2;Piezas y Metales S.A.;30;0;$88.536;$88.536;Abierto;TORNILLO CORTICAL 3.5X 10
18672;3450000836;13-03-2023;96880660-2;Piezas y Metales S.A.;50;0;$147.560;$147.560;Abierto;TORNILLO CORTICAL 3.5X 16
18673;2242240015;13-03-2023;77316253-0;COMERCIAL GBG SPA;50;19;$355.810;$220.602;Abierto;VENDA ELASTICADA ADHESIVA 7.5CM X 4 5M EQUIVALENTE
18674;2521750000;13-03-2023;77239430-6;MURUA Y ASOCIADOS LIMITADA;2000;900;$952.000;$523.600;Abierto;HEMOSTATICO LOCAL DENTAL 10x10x10 mm esteril
18675;2180000136;13-03-2023;77337544-5;SCM PHARMA SPA;1400;740;$1.852.592;$873.365;Abierto;GLUCOSA 5   250 ML
18676;50001272;13-03-2023;76100732-7;SOCIEDAD COMERCIAL DISTRIBUCION GLOBAL LTDA;500;500;$166.600;$0;Completado;SACACORCHETE
18676;219260664;13-03-2023;76100732-7;SOCIEDAD COMERCIAL DISTRIBUCION GLOBAL LTDA;100;100;$439.110;$0;Completado;PENDRIVE 64 GB
18677;2189991927;13-03-2023;91546000-3;LABORATORIO SANDERSON SA;1000;0;$1.249.500;$1.249.500;Completado;RINGER LACTATO 1000 ML.
18678;3450166630;13-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;2;2;$273.700;$0;Completado;O.Q. GUANTE C  TIRAS INTERDIGITALES
18678;3453450293;13-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;1;1;$178.500;$0;Completado;O.Q. EXPANSOR BUCAL
18678;3403400080;13-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;4;4;$761.600;$0;Completado;O.Q.CAMISETA MANGA LARGA
18678;3450166691;13-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;4;4;$285.600;$0;Completado;O.Q.SOQUETE
18678;3459999904;13-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;2;2;$95.200;$0;Completado;O.Q. LAMINA SILICONA 6X5 CM
18678;3459992820;13-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;2;2;$166.600;$0;Completado;O.Q.MENTONERA CON OREJAS
18678;3459993757;13-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;9;9;$214.200;$0;Completado;O.Q.INSERTO MIXTO MEDIANO
18678;3459993358;13-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;24;24;$428.400;$0;Completado;O.Q.INSERTO MIXTO CHICO
18678;3450166624;13-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;2;2;$249.900;$0;Completado;O.Q. GUANTE MANO COMPLETA
18678;3450166629;13-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;12;12;$1.785.000;$0;Completado;O.Q.GUANTE MANGA BAJO CODO TIRAS INTERDIGITALES
18678;3459900361;13-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;2;2;$71.400;$0;Completado;O.Q.CINTILLO
18678;3403400081;13-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;2;2;$261.800;$0;Completado;O.Q.BERMUDA
18678;3450166632;13-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;6;6;$999.600;$0;Completado;O.Q. PANTALON
18678;3450166321;13-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;4;4;$285.600;$0;Completado;O.Q.MENTONERA SIN OREJAS
18678;3459902773;13-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;2;2;$154.700;$0;Completado;O.Q.MANGA LARGA
18678;3459993902;13-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;2;2;$71.400;$0;Completado;O.Q.INSERTO MIXTO GRANDE
18678;3450166631;13-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;2;2;$154.700;$0;Completado;O.Q. GUANTE SIN DEDOS
18679;59956470;13-03-2023;76100732-7;SOCIEDAD COMERCIAL DISTRIBUCION GLOBAL LTDA;25;25;$312.375;$0;Completado;CARTULINA OPALINA T CARTA  CAJA X 100 
18680;56010257;13-03-2023;76779675-7;INTEGRAMUNDO SPA;800;800;$541.688;$0;Completado;ROLLO CINTA MASKING X 24 MM
18680;50001216;13-03-2023;76779675-7;INTEGRAMUNDO SPA;800;800;$399.840;$0;Completado;CINTA EMBALAJE TRANSPARENTE
18681;2170000020;13-03-2023;96604460-8;Ecolab S.A;360;360;$3.855.600;$0;Completado;CLORHEXIDINA SOL. 2  1L
18682;2115425157;13-03-2023;79581120-6;Difem Laboratorios S.A.;5000000;4860;$4.462.500.000;$4.458.162.450;Abierto;ALCOHOL ETILICO 70  250 ML
18683;3459902733;13-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;1;1;$59.500;$0;Completado;O.Q.ARNES
18683;3450166321;13-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;2;2;$142.800;$0;Completado;O.Q.MENTONERA SIN OREJAS
18683;3459993757;13-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;9;9;$214.200;$0;Completado;O.Q.INSERTO MIXTO MEDIANO
18683;3459993358;13-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;18;18;$321.300;$0;Completado;O.Q.INSERTO MIXTO CHICO
18683;3450166625;13-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;2;2;$190.400;$0;Completado;O.Q. GUANTE PIE
18683;3459900024;13-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;2;2;$23.800;$0;Completado;O.Q.CUELLO MAO
18683;3453451373;13-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;1;1;$41.650;$0;Completado;O.Q. CINTILLO PARA COMPRESION AURICULAR
18683;3459900023;13-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;2;2;$333.200;$0;Completado;O.Q.CAMISETA MANGA CORTA
18683;3450166691;13-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;2;2;$142.800;$0;Completado;O.Q.SOQUETE
18683;3403400081;13-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;2;2;$261.800;$0;Completado;O.Q.BERMUDA
18683;3459995639;13-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;2;2;$35.700;$0;Completado;O.Q. MUNEQUERA
18683;3459992820;13-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;4;4;$333.200;$0;Completado;O.Q.MENTONERA CON OREJAS
18683;3459993902;13-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;1;1;$35.700;$0;Completado;O.Q.INSERTO MIXTO GRANDE
18683;3450166624;13-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;8;8;$999.600;$0;Completado;O.Q. GUANTE MANO COMPLETA
18683;3459993655;13-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;1;1;$214.200;$0;Completado;O.Q.PLACA DE TERMOPLASTICO
18683;3450166458;13-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;1;1;$29.750;$0;Completado;O.Q.COLLAR ACOLCHADO
18683;3459900361;13-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;5;5;$178.500;$0;Completado;O.Q.CINTILLO
18683;3459902838;13-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;2;2;$238.000;$0;Completado;O.Q SOSTEN C  MANGA LARGA
18683;3450166457;13-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;2;2;$166.600;$0;Completado;O.Q. CALCETA
18683;3450166632;13-03-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;6;6;$999.600;$0;Completado;O.Q. PANTALON
18684;2220503033;13-03-2023;96515660-7;CENTRAL DE COMPRAS DEL EXTRASISTEMA S.A.;15000;15000;$5.176.500;$0;Completado;CANULA INTRAVENA 18 GX1 1 4
18685;2172170027;13-03-2023;89807200-2;FARMACIAS CRUZ VERDE S.A.;6;6;$38.940;$0;Completado;CREMA LIQUIDA HUMECTANTE
18686;56010509;13-03-2023;96556940-5;PROVEEDORES INTEGRALES PRISA S A;120;120;$109.385;$0;Completado;REGLA METALICA DE 30 CM
18686;56010239;13-03-2023;96556940-5;PROVEEDORES INTEGRALES PRISA S A;160;160;$204.490;$0;Completado;PORTA SCOTCH
18686;50050041;13-03-2023;96556940-5;PROVEEDORES INTEGRALES PRISA S A;340;340;$166.695;$0;Completado;LAPIZ PIZARRA VERDE  
18686;50050077;13-03-2023;96556940-5;PROVEEDORES INTEGRALES PRISA S A;20;20;$29.369;$0;Completado;REGLA METALICA 50 CM
18687;2133950000;13-03-2023;61608600-6;SERVICIO DE SALUD METROPOLITANO CENTRAL;200;200;$9.000;$0;Completado;ISONIAZIDA 100 MG
18688;2112982000;13-03-2023;76921771;GRUPO REACHEM CHILE SPA;3;3;$9.900;$0;Completado;FORMALDEHIDO SOL. 37 
18689;2244524397;14-03-2023;96625950-7;TECNIKA S.A.;4000;4000;$161.840;$0;Completado;JERINGA DES. EST. 3 CC ATORNILLADA AG21GX1 5
18690;2130001544;14-03-2023;61608406-2;HOSPITAL DEL SALVADOR;225;225;$2.409.750;$0;Completado;TIGECICLINA 50 MG FA
18691;2160022000;14-03-2023;96981250-9;PFIZER CHILE S.A.;2160;2160;$10.487.232;$0;Completado;FRAGMIN 5000 UI  DALTEPARINA 
18692;2254399990;14-03-2023;76215260-6;NEMO CHILE S.A.;2100;2100;$1.556.877;$0;Completado;CAMPO QUIRURGICO ANESTESIA 
18693;2131325000;14-03-2023;76956140-4;Ethon Pharmaceuticals Ltda.;3000;2520;$196.350;$31.416;Abierto;CLOXACILINA SOD. 500 MG CP
18694;2251574305;14-03-2023;78233420-4;Hospitalia Productos Medicos Ltda.;700;700;$7.746.900;$0;Completado;TELFA CLEAR 30.5 X 61 CM ESTERIL.
18695;2182941970;14-03-2023;77478120-K;FRESENIUS KABI CHILE LIMITADA;88;0;$4.161.573;$4.161.573;Abierto;NP CENTRAL SKC 1970 ML
18696;240000192;14-03-2023;76837282-9;BONES SPA;2;2;$200.001;$0;Completado;SILLA DE RUEDA
18697;2179992115;14-03-2023;76035740-5;PE SOLUCIONES INDUSTRIALES LTDA.;50;50;$3.748.500;$0;Completado;DETERGENTE  ENZIMATICO  NEUTRO 5 LTS.
18698;2160000005;14-03-2023;76084945-6;GADOR LIMITADA;40;0;$237.000;$237.000;Completado;ADENOSINA 6 MG 2 ML
18699;2130000058;14-03-2023;59043540-6;MERCK SHARP Y DOHME  IA  LLC  AGENCIA EN CHILE;200;200;$6.902.000;$0;Completado;ERTAPENEM 1 GR E.V.
18700;2162160003;14-03-2023;76383221-K;Exeltis Chile SPA;1200;0;$24.617.292;$24.617.292;Abierto;URAPIDIL SOL. 100MG
18701;2520279000;14-03-2023;76830090-9;FARMACEUTICA CARIBEAN LTDA;10;10;$336.770;$0;Completado;LIDOCAINA 3  S VASOC.
18702;2622620019;14-03-2023;77807840-6;RECETARIO MAGISTRAL ENDOVENOSO S.A.;7;7;$124.950;$0;Completado;OMEGAVEN 10  100ML
18702;2622620018;14-03-2023;77807840-6;RECETARIO MAGISTRAL ENDOVENOSO S.A.;28;28;$2.798.880;$0;Completado;NPT MAGISTRAL 1001 A 3000 ML
18703;2170000910;14-03-2023;78196790-4;TECNOLOGIAS EN IMAGENES MEDICAS CHILE SA;5;5;$1.785.000;$0;Completado;LIPIODOL ULTRAFLUIDO 10 ML
18704;2149257695;14-03-2023;76079782-0;WINPHARM SPA;3000000;700;$105.672.857;$105.648.200;Abierto;OXIBUTININA 5 MG CM CM RECUBIERTO
18705;2259963960;14-03-2023;76592530-4;Flexing Chile SPA;23000;23000;$1.878.677;$0;Completado;GUANTE NITRILO S P PROCED.
18706;2249512750;14-03-2023;93745000-1;JOHNSON Y JOHNSON DE CHILE S A;15;15;$2.499.000;$0;Completado; SUTURA  GEL HEMOSTATICO  SURGIFLO  
18707;3474261800;14-03-2023;93366000-1;COMERCIAL IBF LIMITADA;50;30;$6.892.599;$2.757.040;Abierto;CANISTER SELLADO 800 CC Y CONECCION TUBO
18708;2244169203;14-03-2023;93366000-1;COMERCIAL IBF LIMITADA;50;20;$4.229.141;$2.537.485;Abierto;KIT ESPONJA M PUERTO BLANDO Y CONEXION TUBO BLANDA
18709;2244169205;14-03-2023;93366000-1;COMERCIAL IBF LIMITADA;40;20;$5.229.764;$2.614.882;Abierto;KIT ESPONJA L PUERTO BLANDO Y CONEXION TUBO BLANDA
18710;3474261500;14-03-2023;76131542-0;MEDCORP S.A.;20;20;$2.380.000;$0;Completado;CANISTER SELLADO 500 CC Y CONECCION TUBO
18711;3474261000;14-03-2023;76131542-0;MEDCORP S.A.;20;20;$3.808.000;$0;Completado;CANISTER SELLADO 1000 CC Y CONECCION TUBO
18712;20000304;15-03-2023;91575000-1;SOCOFAR S.A.;12000;12000;$2.641.800;$0;Completado;COMPRESA GASA LAPAROTOMIA
18713;72706264;15-03-2023;77478120-K;FRESENIUS KABI CHILE LIMITADA;585;585;$4.316.130;$0;Completado;FRESUBIN 2 KCAL X 500 CC X 15
18714;70070009;15-03-2023;77478120-K;FRESENIUS KABI CHILE LIMITADA;120;120;$942.480;$0;Completado;DIBEN 1 5 CKAL HP 1000 ML X 8
18715;20000153;15-03-2023;76148628-4;SOCIEDAD COMERCIAL SERI LIMITADA;513;513;$2.679.963;$0;Completado;FRAZADAS DE UNA PLAZA
18716;70070001;15-03-2023;96515660-7;CENTRAL DE COMPRAS DEL EXTRASISTEMA S.A.;600;600;$4.426.800;$0;Completado;SUPLEMENTO ALIMENTICIO ABINTRA ALIMENTACION ENTERA
18717;84212150;15-03-2023;77478120-K;FRESENIUS KABI CHILE LIMITADA;450;450;$1.033.515;$0;Completado;CONTENEDOR 1500 ML BOLSA DESECHABLE  HIDROBAG 
18718;84931541;15-03-2023;77478120-K;FRESENIUS KABI CHILE LIMITADA;720;720;$2.313.360;$0;Completado;BAJADAS AMIKA C  PUNZON FRESENIUS COMODATO BOMBA I
18719;70000031;15-03-2023;77478120-K;FRESENIUS KABI CHILE LIMITADA;300;300;$1.785.000;$0;Completado;FRESUBIN POWDER FIBRE 500 GRS EX ENSURE VAINILLA 8
18720;20020330;15-03-2023;94544000-7;MEGALABS CHILE S.A.;590;590;$1.748.229;$0;Completado;CUBREMESA QUIRURGICA  ACTUAL SABANA PACIENTE 
18721;26623690;15-03-2023;96625950-7;TECNIKA S.A.;510;510;$1.450.491;$0;Completado;CUBREMESA ARSENALERA
18722;90001002;15-03-2023;77437250-4;SERVICIOS DE ADMINISTRACION Y VENTAS WORKFLOW CHIL...;12000;12000;$3.113.040;$0;Completado;BOLSA AMARILLA 70X90 RESIDUOS ESPECIALES
18723;100000523;15-03-2023;76489495-2;COMERCIAL MAQUISERVI LIMITADA;16000;16000;$2.265.760;$0;Completado;POCILLO CON TAPA BIODEGRADABLE DESECHABLE 
18724;100000506;15-03-2023;76489495-2;COMERCIAL MAQUISERVI LIMITADA;16000;16000;$666.400;$0;Completado;TAPA VASO 330 CC
18725;2170000024;15-03-2023;78233420-4;Hospitalia Productos Medicos Ltda.;540;540;$1.863.540;$0;Completado;Soluci n T pica Clorhexidina 2  100 ml frasco
18726;100100000;15-03-2023;76292620-2;ARATA Yamp;;;;;;
18727;2142140028;15-03-2023;89807200-2;FARMACIAS CRUZ VERDE S.A.;40;40;$2.235;$0;Completado;COLCHICINA 0.5MG
18728;2441081000;15-03-2023;93020000-K;TECNIGEN S A;40;30;$1.870.204;$467.551;Abierto;TIRA REACTIVA 10 PARAMT. X 100 TIRAS
18729;2410000298;15-03-2023;76583857-6;IC GLOBAL CHILE SpA;15000;15000;$2.040.541;$0;Completado;FRASCO ORINA 60 ML EST.TAPA ROSCA PLASTICO
18730;29440198;15-03-2023;93366000-1;COMERCIAL IBF LIMITADA;18;18;$271.820;$0;Completado;PACK ROPA UROLOGIA  CISTOSCOPIA 
18731;29666909;15-03-2023;96625950-7;TECNIKA S.A.;42;42;$664.734;$0;Completado;PACK ROPA UNIVERSAL ESTERIL  DESECHABLE 
18732;3452209204;15-03-2023;96880660-2;Piezas y Metales S.A.;6;0;$192.780;$192.780;Abierto;BARRA FIJADOR EXTERNO ACERO INOXIDABLE 11X350 MM
18732;3452209202;15-03-2023;96880660-2;Piezas y Metales S.A.;4;0;$128.520;$128.520;Abierto;BARRA FIJADOR EXTERNO ACERO INOXIDABLE11X250 MM
18732;3452209205;15-03-2023;96880660-2;Piezas y Metales S.A.;4;0;$128.520;$128.520;Abierto;BARRA FIJADOR EXTERNO ACERO INOXIDABLE 11X400 MM
18732;3452209203;15-03-2023;96880660-2;Piezas y Metales S.A.;4;0;$128.520;$128.520;Abierto;BARRA FIJADOR EXTERNO ACERO INOXIDABLE 11X300 MM
18732;3452209201;15-03-2023;96880660-2;Piezas y Metales S.A.;5;0;$160.650;$160.650;Abierto;BARRA FIJADOR EXTERNO ACERO INOXIDABLE 11X200 MM
18733;29666909;15-03-2023;96625950-7;TECNIKA S.A.;216;216;$3.418.632;$0;Completado;PACK ROPA UNIVERSAL ESTERIL  DESECHABLE 
18734;3453451388;15-03-2023;96880660-2;Piezas y Metales S.A.;20;0;$211.820;$211.820;Abierto;CLAVO SCHANZ i  5.0X200MM CALCANEO
18735;3450152906;15-03-2023;96880660-2;Piezas y Metales S.A.;50;0;$3.034.500;$3.034.500;Abierto;ROTULA UNIVERSAL
18735;3450009015;15-03-2023;96880660-2;Piezas y Metales S.A.;40;0;$1.570.800;$1.570.800;Abierto;ROTULA TUBO TUBO
18736;90090062;15-03-2023;77371920-9;CLAN DENT COMERCIALIZADORA LIMITADA;1120;500;$1.119.552;$619.752;Abierto;PASTA DENTAL 90 GR.
18737;3409690681;15-03-2023;99576080-0;SUR MEDICAL SPA;90;90;$6.126.120;$0;Completado;KIT TROCAR LAPAROSCOPIA
18738;2162160022;15-03-2023;61608700-2;Cenabast;1000;1000;$10.819.480;$0;Completado;PROPOFOL 20 MG ML 100
18739;8000937000;15-03-2023;61608700-2;Cenabast;12;12;$16.674.244;$0;Completado;INMUNOGLOBULINA BOTULINICA AB 20ML
18740;2449965135;15-03-2023;76056087-1;ARTICULOS FAMACEUTICOS RIVEROS Y GARCIA ;15;15;$22.800;$0;Completado;TEST EMBARAZO
18741;2182941970;15-03-2023;77478120-K;FRESENIUS KABI CHILE LIMITADA;88;88;$4.161.573;$0;Completado;NP CENTRAL SKC 1970 ML
18741;2259954121;15-03-2023;77478120-K;FRESENIUS KABI CHILE LIMITADA;88;88;$0;$0;Completado;BOLSA FOTOPROTECTORA NUTRICION
18742;2159515654;15-03-2023;88466300-8;Tecnofarma Chile;7410;7410;$3.703.518;$0;Completado;POLIETILENGLICOL POLVO 17 GR
18743;2188453000;15-03-2023;77478120-K;FRESENIUS KABI CHILE LIMITADA;60;60;$592.620;$0;Completado;AMINOACIDO 15  500 ML
18744;56624055;15-03-2023;9707149-7;AMALIA DE LA CRUZ HERNANDEZ RIVAS;800;800;$284.648;$0;Completado;POSIT DE COLOR 45 X 50  UNIDAD 
18744;51035326;15-03-2023;9707149-7;AMALIA DE LA CRUZ HERNANDEZ RIVAS;20;20;$451.962;$0;Completado;TERMOLAMINADO DOBLE CARTA
18745;2249963976;15-03-2023;80447400-5;MUNNICH PHARMA MEDICAL LIMITADA;20000;20000;$7.292.320;$0;Completado;APOSITO 6 X7 TRANSP. 3 M TEGADERM 
18746;56010223;15-03-2023;80780200-3;J RAVERA Y COMPA A LTDA.;20;20;$125.402;$0;Completado;CINTA DE MONTAJE DOBLE CONTACTO
18747;2250000012;15-03-2023;81210400-4;Reutter SA;2100;2100;$1.799.280;$0;Completado;GUANTE QUIR. S LATEX ESTER. N  7
18748;2250000014;15-03-2023;81210400-4;Reutter SA;2100;2100;$1.799.280;$0;Completado;GUANTE QUIR. S LATEX ESTER. N  7 1 2
18749;2250000013;15-03-2023;81210400-4;Reutter SA;2100;2100;$1.799.280;$0;Completado;GUANTE QUIR. S LATEX ESTER. N  8
18750;2220000061;15-03-2023;77783690-0;DOLPHIN MEDICAL SpA;400;400;$261.800;$0;Completado;CANULA YANKAUER AD.
18751;10000329;16-03-2023;77293249-9;COMERCIALIZADORA RENEW SPA;80000;80000;$761.600;$0;Completado;SAL X SOBRE
18751;10000023;16-03-2023;77293249-9;COMERCIALIZADORA RENEW SPA;10000;10000;$289.170;$0;Completado;CANELA ENTERA
18751;10000005;16-03-2023;77293249-9;COMERCIALIZADORA RENEW SPA;600;600;$706.860;$0;Completado;AZUCAR X 1 KL
18752;72995501;16-03-2023;77478120-K;FRESENIUS KABI CHILE LIMITADA;480;480;$913.920;$0;Completado;FRESUBIN 2KCAL DRINK 200ML X4
18753;80000035;16-03-2023;78116970-6;Importadora Soviquim Limitada;16;16;$348.432;$0;Completado;TIMER
